age;job;marital;education;default;balance;housing;loan;contact;day;month;duration;campaign;pdays;previous;poutcome;do_not_disturb;y
43;unemployed;single;secondary;no;-677;yes;yes;unknown;4;apr;89;6;178;0;unknown;0;no
81;retired;married;secondary;no;546;no;yes;cellular;16;jun;191;10;221;0;unknown;0;no
83;management;married;primary;no;-844;no;no;cellular;1;oct;462;3;32;1;unknown;0;yes
87;management;single;secondary;no;4845;no;no;cellular;4;oct;139;10;136;4;unknown;0;no
43;blue-collar;single;tertiary;no;-1178;yes;yes;telephone;21;mar;226;11;178;4;unknown;0;yes
34;entrepreneur;married;secondary;no;-2822;yes;no;cellular;3;mar;159;4;362;0;unknown;0;no
60;technician;married;primary;no;-2940;yes;no;cellular;26;apr;400;11;40;1;unknown;0;yes
85;unemployed;married;primary;no;3480;yes;no;cellular;1;mar;170;4;146;4;success;0;yes
82;student;married;secondary;no;3697;yes;no;cellular;18;jul;310;8;253;1;unknown;0;yes
59;admin.;married;tertiary;no;5145;no;no;cellular;11;mar;55;8;180;3;unknown;0;no
28;self-employed;married;secondary;no;-2382;yes;no;cellular;17;jan;410;11;117;4;unknown;0;no
48;unemployed;single;tertiary;no;706;yes;no;cellular;18;oct;4;1;256;4;unknown;0;no
69;management;married;unknown;no;8681;yes;no;cellular;19;may;394;7;6;5;unknown;0;no
58;housemaid;married;secondary;no;493;no;no;cellular;16;mar;235;10;235;1;unknown;0;yes
42;unemployed;married;tertiary;no;-290;yes;no;cellular;27;feb;250;2;349;3;unknown;0;no
42;housemaid;married;secondary;no;1336;yes;no;unknown;15;oct;232;1;202;3;unknown;0;yes
22;admin.;married;secondary;no;2989;no;no;cellular;24;aug;341;1;315;2;unknown;0;yes
38;admin.;married;secondary;no;2939;yes;no;cellular;12;apr;25;6;274;5;unknown;0;yes
66;entrepreneur;married;secondary;no;-443;yes;no;cellular;18;oct;50;7;246;2;unknown;0;no
35;management;married;secondary;no;-355;no;no;cellular;20;apr;237;9;275;1;unknown;0;no
89;services;single;secondary;no;510;no;no;cellular;11;mar;117;5;391;0;unknown;1;no
23;retired;divorced;secondary;no;-790;yes;no;cellular;25;may;285;11;208;0;unknown;0;no
60;entrepreneur;married;primary;no;-2304;yes;no;cellular;8;jan;178;2;107;0;other;0;no
53;technician;married;secondary;no;6823;no;no;unknown;24;jun;43;7;199;4;unknown;0;yes
77;student;married;tertiary;no;179;yes;no;cellular;6;oct;685;6;188;3;failure;1;no
81;retired;married;secondary;no;349;no;no;unknown;21;jun;152;6;60;4;failure;0;yes
57;technician;single;primary;no;442;yes;no;cellular;24;jul;244;6;381;1;failure;0;no
63;admin.;single;secondary;no;1158;yes;no;unknown;9;may;574;8;282;0;unknown;0;no
68;self-employed;married;tertiary;no;2704;no;no;unknown;8;oct;392;8;140;4;failure;0;yes
55;technician;married;tertiary;no;4;yes;no;cellular;27;dec;329;10;396;2;unknown;0;no
31;retired;married;primary;yes;4818;yes;no;cellular;18;jul;431;5;122;4;unknown;0;no
48;entrepreneur;married;secondary;no;3193;yes;yes;cellular;25;sep;330;1;112;2;unknown;0;no
35;blue-collar;divorced;secondary;no;827;no;yes;unknown;27;aug;330;2;76;0;unknown;0;no
51;services;married;secondary;no;-598;yes;yes;cellular;27;nov;333;7;75;0;unknown;0;no
62;technician;married;primary;no;4654;yes;no;cellular;23;nov;186;2;237;0;unknown;0;no
33;entrepreneur;married;secondary;no;913;yes;no;cellular;18;nov;434;9;375;2;unknown;0;no
35;blue-collar;married;tertiary;no;-2328;yes;no;telephone;27;jan;354;1;217;1;unknown;0;yes
77;admin.;married;secondary;no;4463;yes;no;cellular;10;jun;239;11;160;0;unknown;1;yes
45;technician;married;secondary;no;-778;no;no;cellular;16;jul;390;11;327;1;unknown;0;no
32;unemployed;married;primary;no;4005;no;no;cellular;13;oct;61;5;275;5;unknown;0;no
69;technician;married;primary;no;-6142;no;no;cellular;10;jul;268;10;54;3;unknown;0;yes
69;retired;single;tertiary;no;294;yes;no;cellular;10;jun;114;10;185;5;success;0;yes
77;technician;married;unknown;no;4879;yes;no;unknown;28;jul;103;9;250;3;unknown;0;no
72;housemaid;married;primary;no;1415;yes;yes;unknown;10;aug;147;7;222;3;success;0;yes
89;unemployed;divorced;tertiary;no;3194;yes;no;unknown;3;aug;327;3;-1;2;unknown;0;no
59;housemaid;married;primary;no;-1305;no;no;cellular;12;sep;102;4;129;2;unknown;0;no
38;admin.;divorced;secondary;no;2443;yes;no;cellular;11;may;213;4;395;1;unknown;0;no
80;retired;divorced;secondary;no;1411;yes;no;cellular;27;jul;121;11;306;5;unknown;0;yes
37;services;married;secondary;no;2130;no;no;cellular;22;feb;143;8;294;0;unknown;0;no
38;unemployed;married;secondary;no;7517;no;no;unknown;14;jul;346;1;198;4;unknown;0;yes
77;self-employed;single;secondary;no;5313;no;no;unknown;24;may;249;2;220;5;failure;0;no
81;services;married;secondary;no;3775;yes;no;unknown;12;jan;66;10;189;0;other;0;yes
42;housemaid;married;unknown;no;3813;no;no;unknown;7;mar;275;6;91;5;unknown;0;yes
70;unemployed;single;secondary;no;-1327;yes;no;cellular;18;dec;586;6;221;1;unknown;0;yes
84;self-employed;married;primary;no;-13;yes;no;cellular;18;jul;454;11;336;5;unknown;0;no
75;admin.;divorced;tertiary;no;-3197;yes;no;unknown;9;jan;161;7;374;3;unknown;0;no
18;student;single;secondary;no;-2408;no;no;cellular;5;nov;715;5;136;2;unknown;0;no
65;retired;divorced;secondary;no;-1259;yes;yes;unknown;1;feb;456;10;326;5;unknown;0;yes
30;management;single;secondary;no;1312;no;no;cellular;11;aug;537;4;123;1;unknown;0;no
78;services;single;primary;no;-2275;yes;no;cellular;21;jan;83;11;18;1;unknown;0;yes
22;student;married;secondary;no;1282;no;no;cellular;23;nov;137;1;115;3;unknown;0;yes
89;self-employed;divorced;secondary;no;937;yes;yes;cellular;10;aug;337;10;139;0;unknown;1;yes
30;technician;divorced;secondary;no;-2002;no;no;cellular;19;nov;4;2;398;0;unknown;0;yes
48;retired;single;secondary;no;5976;no;no;cellular;7;apr;325;6;56;4;unknown;0;no
34;housemaid;single;tertiary;no;-2573;no;no;cellular;6;nov;546;3;172;0;unknown;0;yes
76;unemployed;single;tertiary;no;4751;no;no;cellular;15;nov;153;8;364;1;unknown;0;no
46;services;married;secondary;no;-5362;no;no;cellular;9;jun;560;6;85;5;failure;0;yes
71;management;divorced;unknown;no;973;yes;yes;unknown;5;aug;360;9;93;0;unknown;0;no
22;retired;married;tertiary;no;-2192;no;no;cellular;7;may;151;7;242;3;unknown;0;no
50;management;married;tertiary;no;-563;no;no;telephone;8;oct;46;4;305;4;unknown;0;yes
83;student;married;tertiary;no;6830;yes;no;cellular;9;aug;441;9;101;0;unknown;0;yes
84;services;single;secondary;no;359;yes;no;telephone;15;feb;13;4;243;3;unknown;0;no
33;entrepreneur;single;secondary;no;-1913;yes;no;cellular;25;may;435;3;251;2;unknown;0;no
46;student;married;tertiary;no;2862;yes;no;unknown;28;may;342;10;305;2;unknown;0;no
47;housemaid;married;secondary;no;332;no;no;cellular;17;jun;282;11;229;1;unknown;0;yes
58;housemaid;married;tertiary;no;1852;no;no;cellular;7;aug;104;6;265;0;success;0;yes
56;technician;married;tertiary;no;-1343;no;no;telephone;6;apr;280;11;140;3;unknown;0;yes
25;technician;married;secondary;no;-1195;yes;no;cellular;14;mar;556;3;110;0;unknown;0;no
72;housemaid;single;secondary;no;-963;yes;no;cellular;19;jun;141;1;162;2;unknown;1;yes
34;housemaid;married;unknown;no;3795;yes;no;cellular;15;may;342;10;196;2;unknown;0;no
40;housemaid;married;primary;no;719;yes;no;telephone;4;nov;621;10;217;3;unknown;0;yes
78;retired;married;tertiary;no;-1744;no;no;cellular;20;oct;272;6;63;3;unknown;0;yes
67;blue-collar;married;unknown;no;1885;yes;no;unknown;9;mar;121;10;326;4;failure;0;yes
46;admin.;divorced;primary;no;1638;yes;no;cellular;15;sep;119;10;87;5;unknown;0;no
83;management;married;secondary;no;3120;yes;no;cellular;25;aug;196;4;97;3;unknown;0;no
46;blue-collar;married;secondary;no;-45;no;no;cellular;21;nov;22;2;44;3;unknown;0;no
58;technician;single;tertiary;no;1167;yes;no;telephone;15;sep;287;7;101;3;other;0;no
35;technician;married;secondary;no;2665;yes;no;cellular;25;jul;413;10;349;2;unknown;0;yes
31;admin.;single;primary;no;-1628;yes;no;cellular;6;apr;134;7;348;3;unknown;0;yes
53;services;divorced;primary;no;4058;yes;no;unknown;8;mar;411;5;109;1;other;0;yes
58;student;single;secondary;no;1449;no;no;cellular;8;may;398;3;93;0;unknown;0;yes
76;entrepreneur;divorced;secondary;no;-1903;no;no;cellular;24;nov;65;4;47;0;other;0;yes
46;student;married;secondary;no;-1925;no;no;cellular;24;nov;100;9;129;1;unknown;0;no
82;services;married;tertiary;no;1101;yes;no;cellular;8;dec;49;5;91;3;unknown;0;no
61;unemployed;married;primary;no;-250;no;yes;cellular;6;dec;368;6;25;0;unknown;0;no
23;self-employed;married;tertiary;no;3663;no;no;cellular;23;jun;220;7;100;2;unknown;0;no
71;management;married;tertiary;no;539;no;no;cellular;13;aug;397;4;88;0;unknown;0;no
59;entrepreneur;married;secondary;no;2309;yes;no;cellular;18;feb;208;4;44;0;unknown;0;yes
46;entrepreneur;married;secondary;no;-1145;no;no;cellular;6;feb;31;8;129;3;unknown;0;no
51;self-employed;married;primary;no;1331;no;no;cellular;16;apr;375;8;277;2;unknown;0;no
39;student;single;secondary;no;5346;yes;no;unknown;20;mar;176;9;399;4;unknown;0;no
62;unemployed;married;secondary;no;955;yes;no;cellular;13;oct;152;6;264;4;unknown;0;yes
58;unemployed;married;secondary;no;-258;yes;no;cellular;23;nov;65;1;296;1;unknown;0;yes
50;self-employed;married;secondary;no;-1191;no;no;unknown;16;jan;525;8;233;0;unknown;0;yes
38;entrepreneur;single;primary;yes;1343;yes;no;unknown;16;sep;569;1;245;5;success;0;no
46;management;married;secondary;no;5627;no;no;cellular;7;apr;304;4;346;0;unknown;1;yes
53;unemployed;single;secondary;no;-2690;no;no;cellular;19;jun;104;9;356;4;unknown;0;no
51;unemployed;married;secondary;no;1250;no;no;unknown;14;may;564;3;15;3;unknown;0;no
40;services;married;primary;no;-3741;yes;no;telephone;19;feb;80;10;198;4;unknown;0;no
59;blue-collar;divorced;primary;no;168;no;no;cellular;18;oct;56;8;240;3;unknown;0;no
34;unemployed;married;secondary;no;2188;yes;no;cellular;11;apr;177;10;393;0;failure;0;no
54;self-employed;married;secondary;no;-3341;no;no;cellular;11;jun;240;6;232;0;success;0;yes
26;unemployed;married;secondary;no;65;yes;no;cellular;9;aug;122;6;99;4;other;0;no
51;technician;married;primary;yes;2271;yes;no;cellular;11;jul;503;2;285;3;unknown;0;yes
74;student;married;secondary;no;1793;yes;no;cellular;24;mar;103;10;389;4;unknown;0;yes
76;unemployed;married;unknown;no;2416;no;no;unknown;10;sep;37;8;126;3;unknown;0;yes
68;management;married;secondary;no;-1523;no;no;unknown;4;feb;443;9;118;5;unknown;0;yes
71;housemaid;divorced;secondary;no;2270;yes;no;cellular;23;oct;395;4;166;0;unknown;0;no
22;retired;married;secondary;no;-400;yes;no;cellular;7;aug;552;3;243;0;unknown;0;no
42;retired;married;tertiary;no;3542;no;no;cellular;11;may;119;5;131;4;unknown;0;yes
65;self-employed;single;tertiary;no;-5531;yes;no;cellular;6;may;162;6;274;0;unknown;0;no
75;self-employed;married;primary;no;531;yes;no;unknown;17;mar;532;10;152;0;unknown;0;no
59;blue-collar;divorced;secondary;no;1696;no;no;unknown;8;jun;341;3;195;4;unknown;0;no
79;retired;married;primary;no;5448;yes;no;cellular;28;mar;23;3;253;4;unknown;0;yes
37;self-employed;single;tertiary;no;1660;yes;yes;cellular;12;jul;231;2;88;5;unknown;0;no
29;technician;divorced;primary;no;1964;yes;no;unknown;1;feb;45;5;98;1;unknown;0;yes
24;housemaid;married;tertiary;no;2526;no;no;cellular;16;nov;262;2;106;4;unknown;1;yes
59;unemployed;single;primary;no;5159;no;no;cellular;7;feb;9;1;346;1;unknown;0;no
65;self-employed;single;secondary;no;254;yes;no;telephone;10;sep;478;4;238;5;unknown;0;no
38;retired;single;secondary;no;-2809;yes;no;cellular;26;jun;363;5;397;4;unknown;1;yes
74;self-employed;married;secondary;no;-3383;yes;no;cellular;6;may;275;5;108;4;other;1;no
71;admin.;married;secondary;no;3392;yes;no;telephone;21;mar;149;11;166;3;unknown;0;yes
43;housemaid;married;tertiary;no;2069;yes;no;cellular;20;aug;13;11;165;5;unknown;0;no
35;admin.;divorced;secondary;no;630;yes;yes;cellular;11;oct;193;7;396;1;unknown;0;yes
71;entrepreneur;married;secondary;no;-358;no;no;cellular;13;aug;26;11;260;4;unknown;0;yes
66;services;married;tertiary;no;1942;yes;no;cellular;3;jan;603;10;189;5;unknown;0;no
30;student;divorced;tertiary;no;2029;no;no;unknown;14;oct;283;1;221;1;unknown;0;yes
36;housemaid;married;tertiary;no;2839;no;yes;unknown;15;dec;45;6;2;2;unknown;0;no
52;technician;single;tertiary;no;-1926;yes;no;unknown;17;sep;533;4;136;4;unknown;0;no
54;self-employed;married;secondary;no;-3892;no;no;cellular;22;jan;210;1;360;2;unknown;0;yes
29;services;single;tertiary;no;-1340;no;no;unknown;27;jul;499;8;105;4;unknown;0;no
86;unemployed;married;secondary;no;-2653;yes;no;cellular;12;apr;493;6;130;1;unknown;0;no
45;admin.;married;tertiary;no;-2808;yes;yes;cellular;25;aug;307;7;157;0;unknown;0;no
45;technician;married;tertiary;yes;6109;no;no;cellular;24;oct;33;3;18;0;unknown;0;yes
22;services;married;primary;no;-5401;yes;no;unknown;9;nov;103;10;196;1;unknown;0;yes
81;blue-collar;married;primary;no;2809;no;no;cellular;9;nov;937;5;68;4;unknown;0;yes
34;blue-collar;married;tertiary;no;4120;no;yes;telephone;16;dec;109;3;278;4;unknown;0;no
89;self-employed;single;tertiary;no;4362;yes;no;unknown;14;feb;168;3;287;2;unknown;0;no
53;technician;married;secondary;no;2231;yes;no;cellular;11;feb;125;4;168;4;unknown;0;yes
80;housemaid;married;unknown;no;5359;no;yes;unknown;3;oct;32;2;88;2;unknown;0;no
30;admin.;married;secondary;no;6750;yes;no;cellular;23;sep;360;10;301;1;unknown;0;yes
29;management;married;secondary;no;493;yes;no;cellular;15;oct;47;3;291;4;other;1;no
75;technician;single;secondary;no;2742;yes;no;cellular;5;mar;53;9;123;0;success;0;no
77;technician;married;primary;no;5227;no;no;telephone;25;jun;281;5;331;0;unknown;0;no
57;unemployed;divorced;secondary;no;-1185;no;no;cellular;26;aug;169;2;212;1;unknown;0;no
20;self-employed;single;tertiary;no;665;yes;no;unknown;5;aug;252;10;363;3;unknown;0;yes
85;entrepreneur;single;primary;no;-477;no;no;cellular;15;nov;213;9;270;2;unknown;0;yes
46;self-employed;single;tertiary;no;2782;no;no;telephone;18;may;14;9;361;2;unknown;0;no
85;unemployed;married;tertiary;no;-4294;yes;no;cellular;7;nov;512;5;109;3;unknown;0;no
80;admin.;divorced;primary;no;5709;no;no;cellular;9;apr;448;1;67;5;unknown;0;yes
79;management;single;tertiary;no;3001;yes;no;cellular;11;oct;28;9;308;1;failure;0;no
67;self-employed;single;tertiary;no;3169;yes;no;cellular;10;jan;315;9;220;2;unknown;0;yes
66;admin.;married;secondary;yes;-5689;yes;no;cellular;19;mar;121;10;307;0;unknown;0;no
56;technician;married;secondary;no;-1720;yes;yes;cellular;1;jan;436;1;352;5;success;0;no
19;self-employed;single;secondary;no;5871;no;no;cellular;19;mar;391;10;140;5;unknown;0;no
45;admin.;married;secondary;no;867;yes;yes;cellular;15;jul;471;1;92;2;unknown;0;no
70;student;single;secondary;no;-3772;no;no;cellular;22;nov;30;1;68;5;unknown;0;yes
76;housemaid;married;secondary;no;2064;yes;no;unknown;28;jan;50;9;399;0;unknown;0;no
58;entrepreneur;married;tertiary;no;3437;yes;no;cellular;13;aug;151;9;220;0;success;0;yes
69;blue-collar;married;tertiary;no;2994;no;no;cellular;5;feb;755;5;292;3;unknown;0;yes
19;admin.;married;tertiary;no;948;no;no;cellular;13;mar;401;9;381;3;failure;0;no
51;retired;married;unknown;no;4806;yes;no;cellular;7;feb;468;4;373;0;unknown;0;yes
54;housemaid;single;primary;no;-706;yes;no;cellular;15;aug;66;2;397;3;unknown;0;yes
82;self-employed;single;secondary;no;3020;yes;no;cellular;7;aug;347;5;120;0;failure;1;yes
40;retired;divorced;secondary;no;1805;no;yes;unknown;1;apr;124;10;268;2;unknown;0;no
34;self-employed;single;secondary;no;1000;yes;yes;unknown;16;sep;311;6;76;2;failure;0;no
43;housemaid;single;primary;no;263;yes;no;cellular;10;may;224;9;182;1;other;0;yes
30;admin.;married;tertiary;no;369;no;no;telephone;6;oct;160;7;379;1;failure;0;no
58;unemployed;single;primary;no;1496;no;no;unknown;1;jul;111;8;107;3;unknown;0;no
64;unemployed;divorced;secondary;no;521;yes;yes;unknown;27;dec;455;8;108;3;failure;0;no
75;blue-collar;single;secondary;no;3599;no;yes;cellular;24;sep;115;2;224;5;unknown;0;yes
87;housemaid;married;secondary;yes;-207;yes;yes;unknown;20;dec;490;2;361;3;unknown;0;no
23;self-employed;single;secondary;no;6104;no;no;cellular;11;nov;210;2;252;4;unknown;0;no
35;unemployed;married;primary;no;-342;yes;no;cellular;18;mar;294;2;63;5;unknown;0;no
39;management;married;tertiary;no;4160;no;no;cellular;16;may;330;8;385;2;unknown;0;yes
35;student;single;tertiary;no;4289;no;no;telephone;1;may;311;5;139;1;unknown;0;no
77;student;single;secondary;no;1897;no;no;unknown;26;aug;265;5;178;3;unknown;1;no
28;entrepreneur;married;primary;no;1630;yes;no;cellular;14;jul;650;10;249;3;unknown;0;yes
20;entrepreneur;married;secondary;no;-786;no;yes;cellular;14;jun;445;6;273;3;unknown;0;yes
79;technician;divorced;secondary;no;-151;yes;no;cellular;23;jan;291;9;364;4;failure;0;no
87;retired;married;secondary;no;2059;yes;no;cellular;20;jun;178;7;86;3;unknown;1;no
34;services;married;primary;no;1264;yes;yes;cellular;15;mar;517;3;181;3;unknown;1;yes
41;blue-collar;single;primary;no;4949;no;yes;unknown;24;dec;57;5;125;4;success;0;no
54;self-employed;single;secondary;no;36;yes;no;telephone;21;nov;220;4;237;2;unknown;0;yes
55;services;married;secondary;no;217;no;no;unknown;17;mar;235;8;107;1;unknown;0;no
89;student;married;tertiary;no;-3594;no;no;cellular;20;may;538;5;126;0;other;0;yes
47;technician;married;secondary;no;3330;no;yes;cellular;5;aug;10;7;265;1;unknown;0;no
18;technician;married;secondary;no;3059;no;no;unknown;27;jun;39;10;73;1;unknown;0;yes
48;student;single;primary;no;4331;no;no;cellular;25;mar;321;5;172;2;unknown;0;no
58;technician;single;tertiary;no;4500;yes;no;cellular;11;sep;288;11;294;0;unknown;0;no
55;housemaid;married;primary;no;3766;no;yes;cellular;2;nov;324;3;184;4;failure;0;yes
54;housemaid;married;secondary;no;3893;yes;no;telephone;24;oct;284;1;292;3;unknown;0;yes
84;management;married;secondary;no;3230;no;no;cellular;15;may;196;3;177;1;unknown;0;no
76;admin.;married;tertiary;no;3692;no;no;unknown;8;nov;332;6;344;3;unknown;0;yes
36;management;married;tertiary;no;-4125;yes;yes;cellular;28;nov;261;1;338;0;unknown;0;no
43;admin.;married;secondary;no;-1899;yes;no;cellular;16;nov;170;4;55;1;unknown;0;no
66;entrepreneur;single;secondary;no;-2389;yes;no;cellular;6;oct;207;4;352;2;failure;0;no
47;self-employed;married;secondary;no;5210;no;no;cellular;18;apr;112;4;17;5;unknown;0;yes
48;student;single;secondary;no;-948;no;no;unknown;22;jul;78;3;366;3;failure;0;no
30;housemaid;married;secondary;no;-468;yes;no;cellular;13;aug;331;6;247;3;unknown;0;yes
36;housemaid;single;secondary;no;1419;no;no;cellular;20;oct;41;4;52;5;failure;0;no
71;self-employed;divorced;primary;no;-2331;yes;no;cellular;3;feb;357;8;192;5;unknown;0;no
78;housemaid;married;tertiary;no;2541;no;no;cellular;8;jan;167;7;383;3;unknown;0;no
74;entrepreneur;married;primary;no;-4991;no;yes;cellular;13;dec;199;7;248;2;unknown;0;no
40;student;single;secondary;no;-2132;yes;no;cellular;4;sep;184;9;206;2;unknown;0;no
27;management;married;tertiary;no;1996;no;no;unknown;6;apr;320;5;90;3;failure;0;yes
29;retired;married;tertiary;no;-2324;yes;no;cellular;16;dec;516;2;143;4;unknown;1;yes
46;self-employed;married;secondary;no;5297;yes;no;unknown;14;may;580;8;329;1;success;0;yes
55;management;divorced;secondary;no;1538;no;no;unknown;11;aug;429;11;340;5;unknown;0;yes
82;management;married;primary;no;4796;yes;no;unknown;1;dec;235;5;174;5;success;1;no
82;technician;married;tertiary;no;2473;yes;no;telephone;12;nov;379;8;219;3;other;0;yes
18;management;married;secondary;no;1364;yes;no;unknown;14;aug;184;8;268;1;other;0;yes
68;unemployed;single;unknown;no;-1589;no;no;cellular;28;jul;341;1;389;1;unknown;0;no
39;self-employed;married;secondary;no;4187;no;yes;cellular;11;apr;297;2;73;1;unknown;1;no
32;technician;divorced;secondary;no;2723;no;no;telephone;15;mar;88;8;20;1;failure;1;no
57;entrepreneur;single;secondary;no;7653;no;no;cellular;1;feb;103;4;14;3;unknown;0;no
20;housemaid;married;primary;no;3885;no;no;cellular;6;jan;275;3;214;0;failure;0;no
42;self-employed;married;secondary;no;207;no;no;cellular;18;jun;296;7;139;1;other;0;yes
57;housemaid;single;tertiary;no;2268;no;no;cellular;14;may;411;7;36;5;unknown;0;no
37;technician;single;secondary;no;2666;yes;no;cellular;9;aug;553;11;166;5;unknown;0;no
60;blue-collar;married;unknown;no;4888;no;no;unknown;12;jul;190;11;243;0;unknown;0;yes
51;student;married;secondary;no;5365;yes;no;cellular;17;sep;7;1;168;0;unknown;0;no
75;self-employed;married;secondary;no;914;yes;no;cellular;13;mar;384;6;273;1;unknown;0;no
31;unemployed;married;secondary;no;-2246;yes;no;cellular;25;feb;477;8;91;0;unknown;0;no
22;student;married;secondary;no;-4161;yes;yes;cellular;7;feb;473;4;394;3;unknown;0;no
56;entrepreneur;married;secondary;no;-2018;no;yes;cellular;25;sep;314;6;183;0;unknown;0;no
36;admin.;married;tertiary;no;-375;yes;no;cellular;26;nov;619;8;196;1;failure;0;no
68;student;divorced;secondary;no;5913;no;no;unknown;15;may;165;9;199;1;unknown;0;no
24;technician;single;secondary;no;5958;yes;no;unknown;5;feb;539;11;375;5;unknown;0;no
59;retired;single;secondary;no;4280;no;no;cellular;14;dec;12;2;110;4;unknown;0;yes
89;services;single;secondary;no;5091;yes;no;cellular;26;mar;233;5;196;4;unknown;0;no
24;entrepreneur;single;primary;no;-722;no;no;unknown;15;aug;15;7;128;5;unknown;0;no
39;admin.;married;primary;no;-3145;yes;no;cellular;18;nov;105;10;235;5;unknown;0;no
78;entrepreneur;single;secondary;no;-1619;no;no;cellular;11;dec;220;5;221;5;unknown;0;yes
56;self-employed;married;tertiary;no;-4704;no;no;cellular;17;mar;33;1;370;5;failure;0;yes
30;housemaid;married;primary;no;-1941;no;no;cellular;9;jan;245;4;12;5;unknown;0;no
33;management;divorced;secondary;no;-117;no;no;unknown;8;jun;349;11;296;1;unknown;0;no
73;self-employed;divorced;secondary;no;1900;yes;no;unknown;5;nov;290;1;10;1;unknown;0;yes
79;management;married;secondary;no;1806;yes;no;unknown;20;jun;192;11;224;2;unknown;0;no
43;entrepreneur;single;tertiary;no;-668;yes;no;telephone;26;nov;460;6;169;3;unknown;0;yes
52;blue-collar;married;tertiary;no;3106;yes;no;unknown;11;nov;59;3;30;2;other;0;yes
74;admin.;married;tertiary;no;-611;yes;no;telephone;2;jul;171;4;19;2;unknown;0;no
30;admin.;married;tertiary;no;1430;no;no;cellular;12;nov;110;4;316;2;unknown;0;no
32;services;married;primary;no;-1929;no;no;cellular;10;dec;350;11;297;4;other;0;yes
73;student;single;secondary;no;4666;no;no;unknown;18;sep;134;9;234;4;success;0;yes
31;student;married;secondary;no;1462;no;yes;cellular;5;sep;300;9;232;5;other;0;yes
73;retired;married;tertiary;no;3436;yes;no;cellular;22;jun;383;1;32;4;success;0;yes
53;student;divorced;tertiary;no;-2248;yes;no;cellular;2;dec;118;1;4;0;success;0;yes
89;admin.;married;primary;no;1923;no;no;telephone;11;may;99;10;324;1;unknown;0;no
20;student;married;secondary;no;3117;yes;no;cellular;5;oct;174;4;127;2;unknown;0;yes
86;services;married;secondary;no;-4731;yes;no;cellular;25;dec;60;3;313;5;unknown;0;yes
34;admin.;married;unknown;no;4904;no;no;telephone;13;nov;91;3;29;2;unknown;0;yes
20;housemaid;married;primary;yes;-2348;yes;yes;cellular;26;nov;274;8;264;0;unknown;0;no
70;retired;single;secondary;no;2032;yes;no;cellular;16;mar;104;8;361;5;unknown;0;no
56;management;divorced;secondary;no;6763;yes;yes;cellular;22;dec;379;4;146;3;unknown;0;yes
78;housemaid;married;secondary;no;4264;no;no;cellular;26;mar;32;7;120;5;unknown;0;yes
25;management;married;secondary;no;-3069;yes;no;unknown;24;mar;451;10;298;2;unknown;0;no
23;housemaid;married;secondary;no;865;no;yes;unknown;20;jul;76;4;149;5;unknown;0;yes
58;services;divorced;tertiary;no;5100;yes;no;cellular;23;feb;317;2;127;0;unknown;0;no
81;admin.;married;primary;no;-1050;no;no;cellular;23;sep;169;3;313;4;unknown;0;no
47;management;married;tertiary;no;320;no;no;cellular;19;dec;349;11;270;5;unknown;0;no
75;unemployed;divorced;secondary;no;236;yes;no;unknown;16;apr;169;5;81;5;unknown;0;no
83;services;single;secondary;no;3110;no;no;cellular;15;apr;262;8;176;2;failure;0;no
80;technician;married;secondary;no;-3210;yes;no;cellular;6;jun;466;3;78;5;unknown;0;yes
54;housemaid;married;secondary;no;3278;yes;no;cellular;17;feb;314;10;192;5;unknown;0;yes
68;blue-collar;married;secondary;yes;-468;yes;no;unknown;24;mar;82;3;321;0;success;0;no
55;retired;divorced;secondary;no;1365;yes;yes;cellular;24;dec;154;2;257;2;other;0;yes
66;services;married;primary;no;725;no;no;cellular;14;dec;198;9;210;5;unknown;0;yes
58;admin.;married;secondary;no;3199;no;no;cellular;14;jul;306;7;119;5;unknown;0;no
55;admin.;single;tertiary;no;1336;no;no;unknown;22;sep;250;11;98;3;success;0;no
49;entrepreneur;married;secondary;no;5721;yes;no;cellular;28;jan;44;6;248;1;failure;0;yes
65;admin.;married;secondary;no;4368;no;no;cellular;1;jan;250;9;58;1;failure;0;yes
72;services;divorced;secondary;no;-985;no;no;cellular;20;nov;351;6;354;0;unknown;0;yes
84;student;married;secondary;no;5495;yes;no;cellular;13;jan;498;1;315;3;unknown;0;yes
62;management;divorced;tertiary;no;2358;no;no;cellular;7;sep;174;5;304;0;unknown;0;yes
25;housemaid;single;secondary;no;1909;no;no;cellular;10;dec;711;11;76;2;unknown;0;yes
60;management;married;tertiary;no;3944;no;no;telephone;28;oct;510;11;133;1;unknown;0;yes
40;student;single;tertiary;no;-1723;no;no;unknown;9;may;253;5;193;3;unknown;0;yes
19;self-employed;single;secondary;no;-2738;yes;no;cellular;15;jul;272;10;328;0;unknown;1;no
23;blue-collar;single;secondary;no;1474;no;no;cellular;19;aug;497;3;71;2;unknown;0;no
60;entrepreneur;single;secondary;no;-418;no;yes;unknown;8;jun;27;4;332;2;unknown;0;no
86;retired;married;tertiary;no;7621;no;no;cellular;24;dec;59;9;146;3;unknown;0;no
54;student;married;secondary;no;-892;yes;yes;cellular;3;jan;37;1;352;4;failure;0;no
50;management;single;secondary;no;1520;yes;yes;cellular;25;dec;168;1;28;4;unknown;0;yes
24;self-employed;married;primary;no;1975;yes;no;cellular;20;nov;47;3;296;2;unknown;1;no
